code project,Length(km),Type of road,constructed road Type,Number Line,width road(m),slope land%,Cost Estimation(milion_rials)
525,1.510251353,Mainroad ,Highway ,1,4.65,5-33 %,143473.8785
525,2.594674015,Mainroad ,Highway ,1,4.65,5-33 %,246494.0314
525,2.904302054,Mainroad ,Highway ,1,4.65,5-33 %,275908.6951
525,2.904302054,Mainroad ,Highway ,1,4.65,5-33 %,275908.6951
525,3.345454905,Mainroad ,Highway ,1,4.65,5-33 %,317818.216
525,3.371689796,Mainroad ,Highway ,1,4.65,5-33 %,320310.5306
525,3.813911275,Mainroad ,Highway ,1,4.65,5-33 %,362321.5712
525,4.3653317,Mainroad ,Highway ,1,4.65,5-33 %,414706.5115
525,4.381175668,Mainroad ,Highway ,1,4.65,5-33 %,416211.6884
525,4.404996677,Mainroad ,Highway ,1,4.65,5-33 %,418474.6843
525,4.407953282,Mainroad ,Highway ,1,4.65,5-33 %,418755.5618
525,4.447759799,Mainroad ,Highway ,1,4.65,5-33 %,422537.1809
525,4.462647115,Mainroad ,Highway ,1,4.65,5-33 %,423951.4759
525,4.604173587,Mainroad ,Highway ,1,4.65,5-33 %,437396.4908
525,4.679777031,Mainroad ,Highway ,1,4.65,5-33 %,444578.8179
525,4.68581518,Mainroad ,Highway ,1,4.65,5-33 %,445152.4421
525,4.727678343,Mainroad ,Highway ,1,4.65,5-33 %,449129.4426
525,4.754452568,Mainroad ,Highway ,1,4.65,5-33 %,451672.9939
525,4.834811921,Mainroad ,Highway ,1,4.65,5-33 %,459307.1325
525,4.83950755,Mainroad ,Highway ,1,4.65,5-33 %,459753.2173
525,4.886233244,Mainroad ,Highway ,1,4.65,5-33 %,464192.1582
525,4.893414337,Mainroad ,Highway ,1,4.65,5-33 %,464874.362
525,4.936618189,Mainroad ,Highway ,1,4.65,5-33 %,468978.728
525,4.937871447,Mainroad ,Highway ,1,4.65,5-33 %,469097.7875
525,4.939102766,Mainroad ,Highway ,1,4.65,5-33 %,469214.7628
525,1.854297075,Mainroad ,Highway ,2,10.9,0-5 %,222515.649
525,1.854297075,Mainroad ,Highway ,2,10.9,0-5 %,222515.649
525,2.646646821,Mainroad ,Highway ,2,10.9,0-5 %,317597.6185
525,2.646646821,Mainroad ,Highway ,2,10.9,0-5 %,317597.6185
525,3.356918554,Mainroad ,Highway ,2,10.9,0-5 %,402830.2265
525,3.356918554,Mainroad ,Highway ,2,10.9,0-5 %,402830.2265
525,3.426611471,Mainroad ,Highway ,2,10.9,0-5 %,411193.3766
525,3.426611471,Mainroad ,Highway ,2,10.9,0-5 %,411193.3766
525,4.401966793,Mainroad ,Highway ,2,10.9,0-5 %,528236.0151
525,4.581960828,Mainroad ,Highway ,2,10.9,0-5 %,549835.2994
525,0.268117728,Secondary Road class 1,Highway ,1,12.05,0-5 %,33514.71603
525,4.900517944,Secondary Road class 1,Highway ,1,12.05,0-5 %,612564.743
525,0.195631964,Mainroad ,Highway ,2,10.9,5-33 %,27388.47495
525,0.913409307,Mainroad ,Highway ,2,10.9,5-33 %,127877.303
525,1.611140088,Mainroad ,Highway ,2,10.9,5-33 %,225559.6123
525,1.672591952,Mainroad ,Highway ,2,10.9,5-33 %,234162.8733
525,1.680241681,Mainroad ,Highway ,2,10.9,5-33 %,235233.8353
525,1.680241681,Mainroad ,Highway ,2,10.9,5-33 %,235233.8353
525,2.906203833,Mainroad ,Highway ,2,10.9,5-33 %,406868.5367
525,3.176808948,Mainroad ,Highway ,2,10.9,5-33 %,444753.2527
525,3.186696707,Mainroad ,Highway ,2,10.9,5-33 %,446137.539
525,3.35756569,Mainroad ,Highway ,2,10.9,5-33 %,470059.1966
525,3.444915415,Mainroad ,Highway ,2,10.9,5-33 %,482288.1581
525,4.20689308,Mainroad ,Highway ,2,10.9,5-33 %,588965.0312
525,4.345478516,Mainroad ,Highway ,2,10.9,5-33 %,608366.9922
525,4.553730278,Mainroad ,Highway ,2,10.9,5-33 %,637522.2389
525,4.669156064,Mainroad ,Highway ,2,10.9,5-33 %,653681.8489
525,4.68613765,Mainroad ,Highway ,2,10.9,5-33 %,656059.271
525,4.837537527,Mainroad ,Highway ,2,10.9,5-33 %,677255.2538
525,4.887669462,Mainroad ,Highway ,2,10.9,5-33 %,684273.7247
525,0.202839038,Secondary Road class 1,Highway ,1,12.05,5-33 %,35496.83158
525,4.893127435,Secondary Road class 1,Highway ,1,12.05,5-33 %,856297.3011
525,4.976480496,Secondary Road class 1,Highway ,1,12.05,5-33 %,870884.0869
525,4.977247919,Secondary Road class 1,Highway ,1,12.05,5-33 %,871018.3858
525,4.251799044,Highway ,Highway ,1,6.4,33-70 %,850359.8089
525,4.234771011,Mainroad ,Highway ,1,4.65,33-70 %,1270431.303
526,0.555024022,Highway ,Highway ,1,6.4,0-5 %,33301.44131
526,4.916792001,Highway ,Highway ,1,6.4,0-5 %,295007.52
526,3.419227876,Mainroad ,Highway ,1,4.65,0-5 %,256442.0907
526,3.979235556,Mainroad ,Highway ,1,4.65,0-5 %,298442.6667
526,4.963923929,Mainroad ,Highway ,1,4.65,0-5 %,372294.2947
526,0.2076479,Mainroad ,Highway ,1,4.65,5-33 %,19726.5505
526,1.170259288,Mainroad ,Highway ,1,4.65,5-33 %,111174.6323
526,1.174148703,Mainroad ,Highway ,1,4.65,5-33 %,111544.1268
526,1.581262351,Mainroad ,Highway ,1,4.65,5-33 %,150219.9233
526,1.581262351,Mainroad ,Highway ,1,4.65,5-33 %,150219.9233
526,3.333929744,Mainroad ,Highway ,1,4.65,5-33 %,316723.3257
526,3.350836548,Mainroad ,Highway ,1,4.65,5-33 %,318329.4721
526,4.640051917,Mainroad ,Highway ,1,4.65,5-33 %,440804.9321
526,4.644734831,Mainroad ,Highway ,1,4.65,5-33 %,441249.8089
526,4.644734831,Mainroad ,Highway ,1,4.65,5-33 %,441249.8089
526,4.80749669,Mainroad ,Highway ,1,4.65,5-33 %,456712.1856
526,4.900161081,Mainroad ,Highway ,1,4.65,5-33 %,465515.3027
526,4.949590007,Mainroad ,Highway ,1,4.65,5-33 %,470211.0507
526,4.96224951,Mainroad ,Highway ,1,4.65,5-33 %,471413.7035
526,4.978151405,Mainroad ,Highway ,1,4.65,5-33 %,472924.3835
526,0.214174939,Mainroad ,Highway ,2,10.9,0-5 %,25700.99266
526,0.344615255,Mainroad ,Highway ,2,10.9,0-5 %,41353.83056
526,1.645960142,Mainroad ,Highway ,2,10.9,0-5 %,197515.217
526,1.723474966,Mainroad ,Highway ,2,10.9,0-5 %,206816.9959
526,1.723474966,Mainroad ,Highway ,2,10.9,0-5 %,206816.9959
526,2.615779054,Mainroad ,Highway ,2,10.9,0-5 %,313893.4864
526,3.203551721,Mainroad ,Highway ,2,10.9,0-5 %,384426.2066
526,3.686884409,Mainroad ,Highway ,2,10.9,0-5 %,442426.1291
526,4.353954019,Mainroad ,Highway ,2,10.9,0-5 %,522474.4823
526,4.395784052,Mainroad ,Highway ,2,10.9,0-5 %,527494.0862
526,4.453688992,Mainroad ,Highway ,2,10.9,0-5 %,534442.679
526,4.517633289,Mainroad ,Highway ,2,10.9,0-5 %,542115.9947
526,4.602868031,Mainroad ,Highway ,2,10.9,0-5 %,552344.1638
526,4.726711355,Mainroad ,Highway ,2,10.9,0-5 %,567205.3626
526,4.902336424,Mainroad ,Highway ,2,10.9,0-5 %,588280.3709
526,4.913053683,Mainroad ,Highway ,2,10.9,0-5 %,589566.4419
526,5,Mainroad ,Highway ,2,10.9,0-5 %,600000
526,0.479121946,Mainroad ,Highway ,2,10.9,5-33 %,67077.07248
526,0.479121946,Mainroad ,Highway ,2,10.9,5-33 %,67077.07248
526,0.556142436,Mainroad ,Highway ,2,10.9,5-33 %,77859.94106
526,1.180136943,Mainroad ,Highway ,2,10.9,5-33 %,165219.1721
526,1.180136943,Mainroad ,Highway ,2,10.9,5-33 %,165219.1721
526,1.263746766,Mainroad ,Highway ,2,10.9,5-33 %,176924.5473
526,1.267535435,Mainroad ,Highway ,2,10.9,5-33 %,177454.9609
526,1.640110151,Mainroad ,Highway ,2,10.9,5-33 %,229615.4211
526,1.640110151,Mainroad ,Highway ,2,10.9,5-33 %,229615.4211
526,1.745091793,Mainroad ,Highway ,2,10.9,5-33 %,244312.851
526,1.745091793,Mainroad ,Highway ,2,10.9,5-33 %,244312.851
526,1.810699743,Mainroad ,Highway ,2,10.9,5-33 %,253497.964
526,1.836889374,Mainroad ,Highway ,2,10.9,5-33 %,257164.5124
526,2.287680949,Mainroad ,Highway ,2,10.9,5-33 %,320275.3329
526,2.370129549,Mainroad ,Highway ,2,10.9,5-33 %,331818.1368
526,2.816297709,Mainroad ,Highway ,2,10.9,5-33 %,394281.6793
526,2.907024255,Mainroad ,Highway ,2,10.9,5-33 %,406983.3957
526,2.994840467,Mainroad ,Highway ,2,10.9,5-33 %,419277.6654
526,3.64336813,Mainroad ,Highway ,2,10.9,5-33 %,510071.5382
526,3.797277459,Mainroad ,Highway ,2,10.9,5-33 %,531618.8443
526,3.851157235,Mainroad ,Highway ,2,10.9,5-33 %,539162.0128
526,3.878746239,Mainroad ,Highway ,2,10.9,5-33 %,543024.4735
526,3.916030475,Mainroad ,Highway ,2,10.9,5-33 %,548244.2665
526,4.026071565,Mainroad ,Highway ,2,10.9,5-33 %,563650.0191
526,4.1987911,Mainroad ,Highway ,2,10.9,5-33 %,587830.7539
526,4.364781768,Mainroad ,Highway ,2,10.9,5-33 %,611069.4475
526,4.399338233,Mainroad ,Highway ,2,10.9,5-33 %,615907.3526
526,4.455247059,Mainroad ,Highway ,2,10.9,5-33 %,623734.5883
526,4.477167801,Mainroad ,Highway ,2,10.9,5-33 %,626803.4922
526,4.512149915,Mainroad ,Highway ,2,10.9,5-33 %,631700.9881
526,4.518026628,Mainroad ,Highway ,2,10.9,5-33 %,632523.7279
526,4.523246185,Mainroad ,Highway ,2,10.9,5-33 %,633254.4659
526,4.544682374,Mainroad ,Highway ,2,10.9,5-33 %,636255.5324
526,4.549589968,Mainroad ,Highway ,2,10.9,5-33 %,636942.5956
526,4.587586703,Mainroad ,Highway ,2,10.9,5-33 %,642262.1384
526,4.588886806,Mainroad ,Highway ,2,10.9,5-33 %,642444.1529
526,4.619780525,Mainroad ,Highway ,2,10.9,5-33 %,646769.2735
526,4.658456818,Mainroad ,Highway ,2,10.9,5-33 %,652183.9545
526,4.70980767,Mainroad ,Highway ,2,10.9,5-33 %,659373.0739
526,4.731525219,Mainroad ,Highway ,2,10.9,5-33 %,662413.5306
526,4.75402706,Mainroad ,Highway ,2,10.9,5-33 %,665563.7884
526,4.88161477,Mainroad ,Highway ,2,10.9,5-33 %,683426.0678
526,4.896254914,Mainroad ,Highway ,2,10.9,5-33 %,685475.688
526,4.906564908,Mainroad ,Highway ,2,10.9,5-33 %,686919.0871
526,4.907269868,Mainroad ,Highway ,2,10.9,5-33 %,687017.7816
526,4.940854678,Mainroad ,Highway ,2,10.9,5-33 %,691719.6549
526,5,Mainroad ,Highway ,2,10.9,5-33 %,700000
526,5,Mainroad ,Highway ,2,10.9,5-33 %,700000
526,0.3512092,Mainroad ,Highway ,2,10.9,33-70 %,140483.6802
526,1.416474487,Mainroad ,Highway ,2,10.9,33-70 %,566589.7946
526,1.595042763,Mainroad ,Highway ,2,10.9,33-70 %,638017.1053
526,2.425965016,Mainroad ,Highway ,2,10.9,33-70 %,970386.0063
526,2.716017525,Mainroad ,Highway ,2,10.9,33-70 %,1086407.01
526,3.768571341,Mainroad ,Highway ,2,10.9,33-70 %,1507428.536
526,3.768571341,Mainroad ,Highway ,2,10.9,33-70 %,1507428.536
526,3.868401565,Mainroad ,Highway ,2,10.9,33-70 %,1547360.626
526,3.985524592,Mainroad ,Highway ,2,10.9,33-70 %,1594209.837
526,3.985524592,Mainroad ,Highway ,2,10.9,33-70 %,1594209.837
526,4.376400184,Mainroad ,Highway ,2,10.9,33-70 %,1750560.074
526,4.38790101,Mainroad ,Highway ,2,10.9,33-70 %,1755160.404
526,4.406820082,Mainroad ,Highway ,2,10.9,33-70 %,1762728.033
526,4.415149863,Mainroad ,Highway ,2,10.9,33-70 %,1766059.945
526,4.484084213,Mainroad ,Highway ,2,10.9,33-70 %,1793633.685
526,1.555769582,Mainroad ,Highway ,2,10.9,70-110 %,1244615.666
526,1.660095975,Mainroad ,Highway ,2,10.9,70-110 %,1328076.78
526,3.177497013,Mainroad ,Highway ,2,10.9,70-110 %,2541997.611
526,4.310956868,Mainroad ,Highway ,2,10.9,70-110 %,3448765.494
526,4.629008294,Mainroad ,Highway ,2,10.9,70-110 %,3703206.635
526,4.660745419,Mainroad ,Highway ,2,10.9,70-110 %,3728596.335
527,0.032259299,Highway ,Highway ,1,6.4,0-5 %,1935.557925
527,0.85585844,Highway ,Highway ,1,6.4,0-5 %,51351.50639
527,0.85585844,Highway ,Highway ,1,6.4,0-5 %,51351.50639
527,1.176618696,Highway ,Highway ,1,6.4,0-5 %,70597.12174
527,1.378205573,Highway ,Highway ,1,6.4,0-5 %,82692.3344
527,1.378205573,Highway ,Highway ,1,6.4,0-5 %,82692.3344
527,4.618593398,Highway ,Highway ,1,6.4,0-5 %,277115.6039
527,4.694928273,Highway ,Highway ,1,6.4,0-5 %,281695.6964
527,4.960006376,Highway ,Highway ,1,6.4,0-5 %,297600.3826
527,4.97025726,Highway ,Highway ,1,6.4,0-5 %,298215.4356
527,4.974988335,Highway ,Highway ,1,6.4,0-5 %,298499.3001
527,4.975323128,Highway ,Highway ,1,6.4,0-5 %,298519.3877
527,4.979942272,Highway ,Highway ,1,6.4,0-5 %,298796.5363
527,4.98211427,Highway ,Highway ,1,6.4,0-5 %,298926.8562
527,4.991453838,Highway ,Highway ,1,6.4,0-5 %,299487.2303
527,4.995345753,Highway ,Highway ,1,6.4,0-5 %,299720.7452
527,0.03231709,Highway ,Highway ,1,6.4,5-33 %,2746.95263
527,0.374707631,Highway ,Highway ,1,6.4,5-33 %,31850.14867
527,0.374707631,Highway ,Highway ,1,6.4,5-33 %,31850.14867
527,0.487514891,Highway ,Highway ,1,6.4,5-33 %,41438.7657
527,0.487514891,Highway ,Highway ,1,6.4,5-33 %,41438.7657
527,0.657036589,Highway ,Highway ,1,6.4,5-33 %,55848.11007
527,0.657036589,Highway ,Highway ,1,6.4,5-33 %,55848.11007
527,0.683504094,Highway ,Highway ,1,6.4,5-33 %,58097.84801
527,1.32648956,Highway ,Highway ,1,6.4,5-33 %,112751.6126
527,1.32648956,Highway ,Highway ,1,6.4,5-33 %,112751.6126
527,1.332817662,Highway ,Highway ,1,6.4,5-33 %,113289.5013
527,1.332817662,Highway ,Highway ,1,6.4,5-33 %,113289.5013
527,1.859484944,Highway ,Highway ,1,6.4,5-33 %,158056.2203
527,2.046498225,Highway ,Highway ,1,6.4,5-33 %,173952.3492
527,2.046498225,Highway ,Highway ,1,6.4,5-33 %,173952.3492
527,2.12008412,Highway ,Highway ,1,6.4,5-33 %,180207.1502
527,2.122927946,Highway ,Highway ,1,6.4,5-33 %,180448.8754
527,2.156258008,Highway ,Highway ,1,6.4,5-33 %,183281.9306
527,4.541246521,Highway ,Highway ,1,6.4,5-33 %,386005.9543
527,4.742473191,Highway ,Highway ,1,6.4,5-33 %,403110.2212
527,4.743039157,Highway ,Highway ,1,6.4,5-33 %,403158.3283
527,4.746730547,Highway ,Highway ,1,6.4,5-33 %,403472.0965
527,4.752741361,Highway ,Highway ,1,6.4,5-33 %,403983.0157
527,4.838496448,Highway ,Highway ,1,6.4,5-33 %,411272.1981
527,4.841101883,Highway ,Highway ,1,6.4,5-33 %,411493.6601
527,4.896669649,Highway ,Highway ,1,6.4,5-33 %,416216.9201
527,4.905557147,Highway ,Highway ,1,6.4,5-33 %,416972.3575
527,4.929163188,Highway ,Highway ,1,6.4,5-33 %,418978.871
527,4.936233709,Highway ,Highway ,1,6.4,5-33 %,419579.8653
527,4.948505324,Highway ,Highway ,1,6.4,5-33 %,420622.9526
527,4.948701042,Highway ,Highway ,1,6.4,5-33 %,420639.5885
527,4.973861985,Highway ,Highway ,1,6.4,5-33 %,422778.2687
527,4.973884523,Highway ,Highway ,1,6.4,5-33 %,422780.1845
527,4.99166668,Highway ,Highway ,1,6.4,5-33 %,424291.6678
527,4.996241935,Highway ,Highway ,1,6.4,5-33 %,424680.5645
527,0.321604649,Mainroad ,Highway ,2,10.9,0-5 %,38592.55786
527,0.321604649,Mainroad ,Highway ,2,10.9,0-5 %,38592.55786
527,0.406435867,Mainroad ,Highway ,2,10.9,0-5 %,48772.3041
527,0.453442479,Mainroad ,Highway ,2,10.9,0-5 %,54413.0975
527,0.453442479,Mainroad ,Highway ,2,10.9,0-5 %,54413.0975
527,0.498742215,Mainroad ,Highway ,2,10.9,0-5 %,59849.06577
527,0.498742215,Mainroad ,Highway ,2,10.9,0-5 %,59849.06577
527,0.646245998,Mainroad ,Highway ,2,10.9,0-5 %,77549.51979
527,4.133912344,Mainroad ,Highway ,2,10.9,0-5 %,496069.4813
527,4.133912344,Mainroad ,Highway ,2,10.9,0-5 %,496069.4813
527,4.765645599,Mainroad ,Highway ,2,10.9,0-5 %,571877.4719
527,4.768524483,Mainroad ,Highway ,2,10.9,0-5 %,572222.938
527,4.89815287,Mainroad ,Highway ,2,10.9,0-5 %,587778.3444
527,4.936045579,Mainroad ,Highway ,2,10.9,0-5 %,592325.4695
527,4.948813774,Mainroad ,Highway ,2,10.9,0-5 %,593857.6529
527,4.982725207,Mainroad ,Highway ,2,10.9,0-5 %,597927.0249
527,0.404888625,Mainroad ,Highway ,2,10.9,5-33 %,56684.40754
527,0.680587338,Mainroad ,Highway ,2,10.9,5-33 %,95282.22727
527,1.048491038,Mainroad ,Highway ,2,10.9,5-33 %,146788.7453
527,1.048491038,Mainroad ,Highway ,2,10.9,5-33 %,146788.7453
527,2.902221985,Mainroad ,Highway ,2,10.9,5-33 %,406311.0779
527,3.498053609,Mainroad ,Highway ,2,10.9,5-33 %,489727.5053
527,3.498053609,Mainroad ,Highway ,2,10.9,5-33 %,489727.5053
527,4.33468767,Mainroad ,Highway ,2,10.9,5-33 %,606856.2738
527,4.357455259,Mainroad ,Highway ,2,10.9,5-33 %,610043.7363
527,4.626876098,Mainroad ,Highway ,2,10.9,5-33 %,647762.6538
527,4.636773501,Mainroad ,Highway ,2,10.9,5-33 %,649148.2902
527,4.733352184,Mainroad ,Highway ,2,10.9,5-33 %,662669.3057
527,4.740451113,Mainroad ,Highway ,2,10.9,5-33 %,663663.1558
527,4.750271016,Mainroad ,Highway ,2,10.9,5-33 %,665037.9422
527,4.750392321,Mainroad ,Highway ,2,10.9,5-33 %,665054.925
527,4.914264842,Mainroad ,Highway ,2,10.9,5-33 %,687997.0779
527,4.974506823,Mainroad ,Highway ,2,10.9,5-33 %,696430.9553
527,4.994400757,Mainroad ,Highway ,2,10.9,5-33 %,699216.1059
527,3.539189382,Mainroad ,Highway ,2,10.9,33-70 %,1415675.753
527,4.674044126,Mainroad ,Highway ,2,10.9,33-70 %,1869617.651
528,2.086118198,Highway ,Highway ,1,6.4,0-5 %,125167.0919
528,2.086118198,Highway ,Highway ,1,6.4,0-5 %,125167.0919
528,3.485918282,Highway ,Highway ,1,6.4,0-5 %,209155.0969
528,3.485918282,Highway ,Highway ,1,6.4,0-5 %,209155.0969
528,1.544275178,Highway ,Highway ,1,6.4,0-5 %,92656.5107
528,4.771746424,Highway ,Highway ,1,6.4,0-5 %,286304.7854
528,4.426243719,Highway ,Highway ,1,6.4,0-5 %,265574.6231
528,4.475220336,Highway ,Highway ,1,6.4,0-5 %,268513.2202
528,0.21244283,Highway ,Highway ,1,6.4,0-5 %,12746.56977
528,4.866425801,Highway ,Highway ,1,6.4,5-33 %,413646.1931
528,3.200858782,Highway ,Highway ,1,6.4,5-33 %,272072.9965
528,4.831042104,Highway ,Highway ,1,6.4,5-33 %,410638.5788
528,4.825742015,Highway ,Highway ,1,6.4,5-33 %,410188.0713
528,2.910805067,Highway ,Highway ,1,6.4,5-33 %,247418.4307
528,2.910805067,Highway ,Highway ,1,6.4,5-33 %,247418.4307
528,3.51271975,Highway ,Highway ,1,6.4,5-33 %,298581.1788
528,3.51271975,Highway ,Highway ,1,6.4,5-33 %,298581.1788
528,4.556258528,Highway ,Highway ,1,6.4,5-33 %,387281.9749
528,0.08782798,Highway ,Highway ,1,6.4,5-33 %,7465.37826
528,4.503664191,Highway ,Highway ,1,6.4,5-33 %,382811.4562
528,0.08782798,Highway ,Highway ,1,6.4,5-33 %,7465.37826
528,4.968268134,Highway ,Highway ,1,6.4,5-33 %,422302.7914
528,4.957716509,Highway ,Highway ,1,6.4,5-33 %,421405.9033
528,1.549959273,Highway ,Highway ,1,6.4,5-33 %,131746.5382
528,4.540718936,Highway ,Highway ,1,6.4,5-33 %,385961.1096
528,2.222370626,Highway ,Highway ,1,6.4,5-33 %,188901.5032
528,4.808878611,Highway ,Highway ,1,6.4,5-33 %,408754.6819
528,4.719688084,Highway ,Highway ,1,6.4,5-33 %,401173.4871
528,4.947765188,Highway ,Highway ,1,6.4,5-33 %,420560.041
528,4.845347221,Highway ,Highway ,1,6.4,5-33 %,411854.5138
528,4.818615581,Highway ,Highway ,1,6.4,5-33 %,409582.3244
528,4.979274421,Highway ,Highway ,1,6.4,5-33 %,423238.3257
528,0.208952874,Highway ,Highway ,1,6.4,5-33 %,17760.99427
528,4.971444946,Highway ,Highway ,1,6.4,5-33 %,422572.8204
528,4.956866252,Highway ,Highway ,1,6.4,5-33 %,421333.6314
528,1.402571638,Highway ,Highway ,1,6.4,5-33 %,119218.5893
528,4.940418267,Highway ,Highway ,1,6.4,5-33 %,419935.5527
528,4.971582102,Highway ,Highway ,1,6.4,5-33 %,422584.4786
528,1.430163704,Highway ,Highway ,1,6.4,5-33 %,121563.9148
528,4.974043501,Highway ,Highway ,1,6.4,5-33 %,422793.6976
528,4.980678948,Highway ,Highway ,1,6.4,5-33 %,423357.7106
528,1.499424816,Highway ,Highway ,1,6.4,5-33 %,127451.1093
528,4.975012535,Highway ,Highway ,1,6.4,5-33 %,422876.0655
528,4.972994779,Highway ,Highway ,1,6.4,5-33 %,422704.5562
528,1.506767965,Highway ,Highway ,1,6.4,5-33 %,128075.277
528,1.4506769,Mainroad ,Highway ,2,10.9,0-5 %,174081.228
528,1.4506769,Mainroad ,Highway ,2,10.9,0-5 %,174081.228
528,4.907885538,Mainroad ,Highway ,2,10.9,0-5 %,588946.2646
528,4.683226188,Mainroad ,Highway ,2,10.9,0-5 %,561987.1425
528,4.661642527,Mainroad ,Highway ,2,10.9,0-5 %,559397.1032
528,4.914879476,Mainroad ,Highway ,2,10.9,0-5 %,589785.5372
528,4.73963238,Mainroad ,Highway ,2,10.9,0-5 %,568755.8856
528,4.707278917,Mainroad ,Highway ,2,10.9,0-5 %,564873.4701
528,4.900856057,Mainroad ,Highway ,2,10.9,0-5 %,588102.7269
528,4.848617317,Mainroad ,Highway ,2,10.9,0-5 %,581834.078
528,0.17525494,Mainroad ,Highway ,2,10.9,5-33 %,24535.69158
528,0.17525494,Mainroad ,Highway ,2,10.9,5-33 %,24535.69158
528,4.673664856,Mainroad ,Highway ,2,10.9,5-33 %,654313.0799
528,3.076322397,Mainroad ,Highway ,2,10.9,5-33 %,430685.1356
528,3.262140436,Mainroad ,Highway ,2,10.9,5-33 %,456699.661
528,3.262140436,Mainroad ,Highway ,2,10.9,5-33 %,456699.661
528,4.548609279,Mainroad ,Highway ,2,10.9,5-33 %,636805.2991
528,4.896957118,Mainroad ,Highway ,2,10.9,5-33 %,685573.9965
528,0.700069831,Mainroad ,Highway ,2,10.9,5-33 %,98009.77635
528,4.884765083,Mainroad ,Highway ,2,10.9,5-33 %,683867.1116
528,4.920146974,Mainroad ,Highway ,2,10.9,5-33 %,688820.5763
528,0.384763007,Mainroad ,Highway ,2,10.9,5-33 %,53866.82102
528,3.594545512,Mainroad ,Highway ,2,10.9,5-33 %,503236.3717
528,3.594545512,Mainroad ,Highway ,2,10.9,5-33 %,503236.3717
528,4.50478315,Mainroad ,Highway ,2,10.9,5-33 %,630669.641
528,0.942597749,Mainroad ,Highway ,2,10.9,5-33 %,131963.6848
528,4.709331816,Mainroad ,Highway ,2,10.9,5-33 %,659306.4542
528,0.758362268,Mainroad ,Highway ,2,10.9,5-33 %,106170.7175
528,2.073060837,Highway ,Highway ,1,6.4,33-70 %,414612.1675
529,0.319791968,Highway ,Highway ,1,6.4,0-5 %,19187.51807
529,0.319816443,Highway ,Highway ,1,6.4,0-5 %,19188.98655
529,1.893273258,Highway ,Highway ,1,6.4,0-5 %,113596.3955
529,1.893273258,Highway ,Highway ,1,6.4,0-5 %,113596.3955
529,2.094976979,Highway ,Highway ,1,6.4,0-5 %,125698.6187
529,2.26205969,Highway ,Highway ,1,6.4,0-5 %,135723.5814
529,4.966274462,Highway ,Highway ,1,6.4,0-5 %,297976.4677
529,4.984449476,Highway ,Highway ,1,6.4,0-5 %,299066.9685
529,4.992337909,Highway ,Highway ,1,6.4,0-5 %,299540.2745
529,4.992594412,Highway ,Highway ,1,6.4,0-5 %,299555.6647
529,1.429103687,Highway ,Highway ,1,6.4,5-33 %,121473.8134
529,1.475593132,Highway ,Highway ,1,6.4,5-33 %,125425.4162
529,1.519317781,Highway ,Highway ,1,6.4,5-33 %,129142.0114
529,1.720917402,Highway ,Highway ,1,6.4,5-33 %,146277.9792
529,1.748846746,Highway ,Highway ,1,6.4,5-33 %,148651.9734
529,1.748846746,Highway ,Highway ,1,6.4,5-33 %,148651.9734
529,3.134477788,Highway ,Highway ,1,6.4,5-33 %,266430.612
529,3.134477788,Highway ,Highway ,1,6.4,5-33 %,266430.612
529,4.821257936,Highway ,Highway ,1,6.4,5-33 %,409806.9245
529,4.864151669,Highway ,Highway ,1,6.4,5-33 %,413452.8919
529,4.89545565,Highway ,Highway ,1,6.4,5-33 %,416113.7302
529,4.978492849,Highway ,Highway ,1,6.4,5-33 %,423171.8922
529,4.988321715,Highway ,Highway ,1,6.4,5-33 %,424007.3458
529,4.989269067,Highway ,Highway ,1,6.4,5-33 %,424087.8707
529,5,Highway ,Highway ,1,6.4,5-33 %,425000
529,1.011673709,Mainroad ,Highway ,2,10.9,0-5 %,121400.8451
529,1.696282924,Mainroad ,Highway ,2,10.9,0-5 %,203553.9508
529,1.696282924,Mainroad ,Highway ,2,10.9,0-5 %,203553.9508
529,3.640957411,Mainroad ,Highway ,2,10.9,0-5 %,436914.8893
529,4.597252677,Mainroad ,Highway ,2,10.9,0-5 %,551670.3212
529,4.681493857,Mainroad ,Highway ,2,10.9,0-5 %,561779.2629
529,4.714922784,Mainroad ,Highway ,2,10.9,0-5 %,565790.7341
529,4.801657784,Mainroad ,Highway ,2,10.9,0-5 %,576198.9341
529,4.839043325,Mainroad ,Highway ,2,10.9,0-5 %,580685.199
529,4.862404754,Mainroad ,Highway ,2,10.9,0-5 %,583488.5705
529,4.878688246,Mainroad ,Highway ,2,10.9,0-5 %,585442.5895
529,4.951771709,Mainroad ,Highway ,2,10.9,0-5 %,594212.6051
529,4.967120139,Mainroad ,Highway ,2,10.9,0-5 %,596054.4166
529,4.973828958,Mainroad ,Highway ,2,10.9,0-5 %,596859.4749
529,4.979402767,Mainroad ,Highway ,2,10.9,0-5 %,597528.3321
529,4.983798417,Mainroad ,Highway ,2,10.9,0-5 %,598055.8101
529,4.986734905,Mainroad ,Highway ,2,10.9,0-5 %,598408.1886
529,4.991284491,Mainroad ,Highway ,2,10.9,0-5 %,598954.1389
529,4.992221722,Mainroad ,Highway ,2,10.9,0-5 %,599066.6066
529,0.17525494,Mainroad ,Highway ,2,10.9,5-33 %,24535.69158
529,0.17525494,Mainroad ,Highway ,2,10.9,5-33 %,24535.69158
